query,rank,precision,recall
SpaceX Falcon 9 and commercial space travel,50,0.77551,1.0
5G technology rollout and conspiracy theories,1,1.0,0.037037
5G technology rollout and conspiracy theories,2,0.5,0.037037
5G technology rollout and conspiracy theories,3,0.666667,0.074074
5G technology rollout and conspiracy theories,4,0.5,0.074074
5G technology rollout and conspiracy theories,5,0.6,0.111111
5G technology rollout and conspiracy theories,6,0.666667,0.148148
5G technology rollout and conspiracy theories,7,0.714286,0.185185
5G technology rollout and conspiracy theories,8,0.75,0.222222
5G technology rollout and conspiracy theories,9,0.777778,0.259259
5G technology rollout and conspiracy theories,10,0.777778,0.259259
5G technology rollout and conspiracy theories,11,0.8,0.296296
5G technology rollout and conspiracy theories,12,0.818182,0.333333
5G technology rollout and conspiracy theories,13,0.833333,0.37037
5G technology rollout and conspiracy theories,14,0.846154,0.407407
5G technology rollout and conspiracy theories,15,0.785714,0.407407
5G technology rollout and conspiracy theories,16,0.733333,0.407407
5G technology rollout and conspiracy theories,17,0.75,0.444444
5G technology rollout and conspiracy theories,18,0.764706,0.481481
5G technology rollout and conspiracy theories,19,0.722222,0.481481
5G technology rollout and conspiracy theories,20,0.684211,0.481481
5G technology rollout and conspiracy theories,21,0.65,0.481481
5G technology rollout and conspiracy theories,22,0.619048,0.481481
5G technology rollout and conspiracy theories,23,0.590909,0.481481
5G technology rollout and conspiracy theories,24,0.608696,0.518519
5G technology rollout and conspiracy theories,25,0.625,0.555556
5G technology rollout and conspiracy theories,26,0.64,0.592593
5G technology rollout and conspiracy theories,27,0.653846,0.62963
5G technology rollout and conspiracy theories,28,0.62963,0.62963
5G technology rollout and conspiracy theories,29,0.642857,0.666667
5G technology rollout and conspiracy theories,30,0.62069,0.666667
5G technology rollout and conspiracy theories,31,0.62069,0.666667
5G technology rollout and conspiracy theories,32,0.633333,0.703704
5G technology rollout and conspiracy theories,33,0.645161,0.740741
5G technology rollout and conspiracy theories,34,0.645161,0.740741
5G technology rollout and conspiracy theories,35,0.65625,0.777778
5G technology rollout and conspiracy theories,36,0.666667,0.814815
5G technology rollout and conspiracy theories,37,0.647059,0.814815
5G technology rollout and conspiracy theories,38,0.628571,0.814815
5G technology rollout and conspiracy theories,39,0.611111,0.814815
5G technology rollout and conspiracy theories,40,0.594595,0.814815
5G technology rollout and conspiracy theories,41,0.605263,0.851852
5G technology rollout and conspiracy theories,42,0.615385,0.888889
5G technology rollout and conspiracy theories,43,0.6,0.888889
5G technology rollout and conspiracy theories,44,0.585366,0.888889
5G technology rollout and conspiracy theories,45,0.595238,0.925926
5G technology rollout and conspiracy theories,46,0.581395,0.925926
5G technology rollout and conspiracy theories,47,0.568182,0.925926
5G technology rollout and conspiracy theories,48,0.555556,0.925926
5G technology rollout and conspiracy theories,49,0.565217,0.962963
5G technology rollout and conspiracy theories,50,0.574468,1.0
CRISPR gene editing and biotech innovation,1,1.0,0.025
CRISPR gene editing and biotech innovation,2,1.0,0.05
CRISPR gene editing and biotech innovation,3,1.0,0.075
CRISPR gene editing and biotech innovation,4,1.0,0.1
CRISPR gene editing and biotech innovation,5,1.0,0.125
CRISPR gene editing and biotech innovation,6,1.0,0.15
CRISPR gene editing and biotech innovation,7,1.0,0.175
CRISPR gene editing and biotech innovation,8,1.0,0.2
CRISPR gene editing and biotech innovation,9,1.0,0.225
CRISPR gene editing and biotech innovation,10,1.0,0.25
CRISPR gene editing and biotech innovation,11,1.0,0.275
CRISPR gene editing and biotech innovation,12,1.0,0.3
CRISPR gene editing and biotech innovation,13,1.0,0.325
CRISPR gene editing and biotech innovation,14,1.0,0.35
CRISPR gene editing and biotech innovation,15,1.0,0.375
CRISPR gene editing and biotech innovation,16,1.0,0.4
CRISPR gene editing and biotech innovation,17,0.941176,0.4
CRISPR gene editing and biotech innovation,18,0.944444,0.425
CRISPR gene editing and biotech innovation,19,0.894737,0.425
CRISPR gene editing and biotech innovation,20,0.9,0.45
CRISPR gene editing and biotech innovation,21,0.904762,0.475
CRISPR gene editing and biotech innovation,22,0.909091,0.5
CRISPR gene editing and biotech innovation,23,0.913043,0.525
CRISPR gene editing and biotech innovation,24,0.875,0.525
CRISPR gene editing and biotech innovation,25,0.88,0.55
CRISPR gene editing and biotech innovation,26,0.846154,0.55
CRISPR gene editing and biotech innovation,27,0.851852,0.575
CRISPR gene editing and biotech innovation,28,0.857143,0.6
CRISPR gene editing and biotech innovation,29,0.862069,0.625
CRISPR gene editing and biotech innovation,30,0.866667,0.65
CRISPR gene editing and biotech innovation,31,0.870968,0.675
CRISPR gene editing and biotech innovation,32,0.875,0.7
CRISPR gene editing and biotech innovation,33,0.878788,0.725
CRISPR gene editing and biotech innovation,34,0.852941,0.725
CRISPR gene editing and biotech innovation,35,0.857143,0.75
CRISPR gene editing and biotech innovation,36,0.861111,0.775
CRISPR gene editing and biotech innovation,37,0.864865,0.8
CRISPR gene editing and biotech innovation,38,0.842105,0.8
CRISPR gene editing and biotech innovation,39,0.846154,0.825
CRISPR gene editing and biotech innovation,40,0.85,0.85
CRISPR gene editing and biotech innovation,41,0.853659,0.875
CRISPR gene editing and biotech innovation,42,0.857143,0.9
CRISPR gene editing and biotech innovation,43,0.860465,0.925
CRISPR gene editing and biotech innovation,44,0.840909,0.925
CRISPR gene editing and biotech innovation,45,0.822222,0.925
CRISPR gene editing and biotech innovation,46,0.826087,0.95
CRISPR gene editing and biotech innovation,47,0.808511,0.95
CRISPR gene editing and biotech innovation,48,0.8125,0.975
CRISPR gene editing and biotech innovation,49,0.816327,1.0
CRISPR gene editing and biotech innovation,50,0.8,1.0
quantum computing and its practical applications,1,1.0,0.020408
quantum computing and its practical applications,2,1.0,0.040816
quantum computing and its practical applications,3,1.0,0.061224
quantum computing and its practical applications,4,1.0,0.081633
quantum computing and its practical applications,5,1.0,0.102041
quantum computing and its practical applications,6,1.0,0.122449
quantum computing and its practical applications,7,1.0,0.142857
quantum computing and its practical applications,8,1.0,0.163265
quantum computing and its practical applications,9,1.0,0.183673
quantum computing and its practical applications,10,1.0,0.204082
quantum computing and its practical applications,11,1.0,0.22449
quantum computing and its practical applications,12,1.0,0.244898
quantum computing and its practical applications,13,1.0,0.265306
quantum computing and its practical applications,14,1.0,0.285714
quantum computing and its practical applications,15,1.0,0.306122
quantum computing and its practical applications,16,1.0,0.326531
quantum computing and its practical applications,17,1.0,0.346939
quantum computing and its practical applications,18,1.0,0.367347
quantum computing and its practical applications,19,1.0,0.387755
quantum computing and its practical applications,20,1.0,0.408163
quantum computing and its practical applications,21,1.0,0.428571
quantum computing and its practical applications,22,1.0,0.44898
quantum computing and its practical applications,23,1.0,0.469388
quantum computing and its practical applications,24,1.0,0.489796
quantum computing and its practical applications,25,1.0,0.510204
quantum computing and its practical applications,26,1.0,0.530612
quantum computing and its practical applications,27,1.0,0.55102
quantum computing and its practical applications,28,1.0,0.571429
quantum computing and its practical applications,29,1.0,0.591837
quantum computing and its practical applications,30,1.0,0.612245
quantum computing and its practical applications,31,1.0,0.632653
quantum computing and its practical applications,32,1.0,0.653061
quantum computing and its practical applications,33,1.0,0.673469
quantum computing and its practical applications,34,1.0,0.693878
quantum computing and its practical applications,35,1.0,0.714286
quantum computing and its practical applications,36,1.0,0.734694
quantum computing and its practical applications,37,1.0,0.755102
quantum computing and its practical applications,38,1.0,0.77551
quantum computing and its practical applications,39,1.0,0.795918
quantum computing and its practical applications,40,1.0,0.816327
quantum computing and its practical applications,41,1.0,0.836735
quantum computing and its practical applications,42,1.0,0.857143
quantum computing and its practical applications,43,1.0,0.877551
quantum computing and its practical applications,44,1.0,0.897959
quantum computing and its practical applications,45,1.0,0.918367
quantum computing and its practical applications,46,1.0,0.938776
quantum computing and its practical applications,47,1.0,0.959184
quantum computing and its practical applications,48,1.0,0.979592
quantum computing and its practical applications,49,1.0,1.0
quantum computing and its practical applications,50,0.98,1.0
deepfake technology and synthetic media risks,1,0.0,0.0
deepfake technology and synthetic media risks,2,0.0,0.0
deepfake technology and synthetic media risks,3,0.0,0.0
deepfake technology and synthetic media risks,4,0.0,0.0
deepfake technology and synthetic media risks,5,0.0,0.0
deepfake technology and synthetic media risks,6,0.0,0.0
deepfake technology and synthetic media risks,7,0.0,0.0
deepfake technology and synthetic media risks,8,0.0,0.0
deepfake technology and synthetic media risks,9,0.0,0.0
deepfake technology and synthetic media risks,10,0.0,0.0
deepfake technology and synthetic media risks,11,0.0,0.0
deepfake technology and synthetic media risks,12,0.0,0.0
deepfake technology and synthetic media risks,13,0.0,0.0
deepfake technology and synthetic media risks,14,0.0,0.0
deepfake technology and synthetic media risks,15,0.0,0.0
deepfake technology and synthetic media risks,16,0.0,0.0
deepfake technology and synthetic media risks,17,0.0,0.0
deepfake technology and synthetic media risks,18,0.0,0.0
deepfake technology and synthetic media risks,19,0.0,0.0
deepfake technology and synthetic media risks,20,0.0,0.0
deepfake technology and synthetic media risks,21,0.0,0.0
deepfake technology and synthetic media risks,22,0.0,0.0
deepfake technology and synthetic media risks,23,0.0,0.0
deepfake technology and synthetic media risks,24,0.0,0.0
deepfake technology and synthetic media risks,25,0.0,0.0
deepfake technology and synthetic media risks,26,0.0,0.0
deepfake technology and synthetic media risks,27,0.0,0.0
deepfake technology and synthetic media risks,28,0.0,0.0
deepfake technology and synthetic media risks,29,0.0,0.0
deepfake technology and synthetic media risks,30,0.0,0.0
deepfake technology and synthetic media risks,31,0.0,0.0
deepfake technology and synthetic media risks,32,0.0,0.0
deepfake technology and synthetic media risks,33,0.0,0.0
deepfake technology and synthetic media risks,34,0.0,0.0
deepfake technology and synthetic media risks,35,0.0,0.0
deepfake technology and synthetic media risks,36,0.0,0.0
deepfake technology and synthetic media risks,37,0.0,0.0
deepfake technology and synthetic media risks,38,0.0,0.0
deepfake technology and synthetic media risks,39,0.0,0.0
deepfake technology and synthetic media risks,40,0.0,0.0
deepfake technology and synthetic media risks,41,0.0,0.0
deepfake technology and synthetic media risks,42,0.0,0.0
deepfake technology and synthetic media risks,43,0.0,0.0
deepfake technology and synthetic media risks,44,0.0,0.0
deepfake technology and synthetic media risks,45,0.0,0.0
deepfake technology and synthetic media risks,46,0.0,0.0
deepfake technology and synthetic media risks,47,0.0,0.0
deepfake technology and synthetic media risks,48,0.0,0.0
deepfake technology and synthetic media risks,49,0.0,0.0
deepfake technology and synthetic media risks,50,0.0,0.0
privacy concerns and surveillance capitalism,1,1.0,0.035714
privacy concerns and surveillance capitalism,2,1.0,0.071429
privacy concerns and surveillance capitalism,3,1.0,0.107143
privacy concerns and surveillance capitalism,4,1.0,0.142857
privacy concerns and surveillance capitalism,5,0.8,0.142857
privacy concerns and surveillance capitalism,6,0.833333,0.178571
privacy concerns and surveillance capitalism,7,0.857143,0.214286
privacy concerns and surveillance capitalism,8,0.75,0.214286
privacy concerns and surveillance capitalism,9,0.777778,0.25
privacy concerns and surveillance capitalism,10,0.7,0.25
privacy concerns and surveillance capitalism,11,0.727273,0.285714
privacy concerns and surveillance capitalism,12,0.666667,0.285714
privacy concerns and surveillance capitalism,13,0.692308,0.321429
privacy concerns and surveillance capitalism,14,0.714286,0.357143
privacy concerns and surveillance capitalism,15,0.733333,0.392857
privacy concerns and surveillance capitalism,16,0.75,0.428571
privacy concerns and surveillance capitalism,17,0.764706,0.464286
privacy concerns and surveillance capitalism,18,0.722222,0.464286
privacy concerns and surveillance capitalism,19,0.736842,0.5
privacy concerns and surveillance capitalism,20,0.75,0.535714
privacy concerns and surveillance capitalism,21,0.761905,0.571429
privacy concerns and surveillance capitalism,22,0.772727,0.607143
privacy concerns and surveillance capitalism,23,0.782609,0.642857
privacy concerns and surveillance capitalism,24,0.75,0.642857
privacy concerns and surveillance capitalism,25,0.72,0.642857
privacy concerns and surveillance capitalism,26,0.692308,0.642857
privacy concerns and surveillance capitalism,27,0.692308,0.642857
privacy concerns and surveillance capitalism,28,0.692308,0.642857
privacy concerns and surveillance capitalism,29,0.692308,0.642857
privacy concerns and surveillance capitalism,30,0.692308,0.642857
privacy concerns and surveillance capitalism,31,0.703704,0.678571
privacy concerns and surveillance capitalism,32,0.678571,0.678571
privacy concerns and surveillance capitalism,33,0.689655,0.714286
privacy concerns and surveillance capitalism,34,0.666667,0.714286
privacy concerns and surveillance capitalism,35,0.677419,0.75
privacy concerns and surveillance capitalism,36,0.65625,0.75
privacy concerns and surveillance capitalism,37,0.666667,0.785714
privacy concerns and surveillance capitalism,38,0.647059,0.785714
privacy concerns and surveillance capitalism,39,0.657143,0.821429
privacy concerns and surveillance capitalism,40,0.638889,0.821429
privacy concerns and surveillance capitalism,41,0.621622,0.821429
privacy concerns and surveillance capitalism,42,0.631579,0.857143
privacy concerns and surveillance capitalism,43,0.615385,0.857143
privacy concerns and surveillance capitalism,44,0.625,0.892857
privacy concerns and surveillance capitalism,45,0.609756,0.892857
privacy concerns and surveillance capitalism,46,0.619048,0.928571
privacy concerns and surveillance capitalism,47,0.627907,0.964286
privacy concerns and surveillance capitalism,48,0.613636,0.964286
privacy concerns and surveillance capitalism,49,0.622222,1.0
privacy concerns and surveillance capitalism,50,0.608696,1.0
autonomous self-driving cars and the future of transport,1,1.0,0.035714
autonomous self-driving cars and the future of transport,2,0.5,0.035714
autonomous self-driving cars and the future of transport,3,0.666667,0.071429
autonomous self-driving cars and the future of transport,4,0.75,0.107143
autonomous self-driving cars and the future of transport,5,0.8,0.142857
autonomous self-driving cars and the future of transport,6,0.666667,0.142857
autonomous self-driving cars and the future of transport,7,0.714286,0.178571
autonomous self-driving cars and the future of transport,8,0.625,0.178571
autonomous self-driving cars and the future of transport,9,0.555556,0.178571
autonomous self-driving cars and the future of transport,10,0.6,0.214286
autonomous self-driving cars and the future of transport,11,0.636364,0.25
autonomous self-driving cars and the future of transport,12,0.666667,0.285714
autonomous self-driving cars and the future of transport,13,0.615385,0.285714
autonomous self-driving cars and the future of transport,14,0.571429,0.285714
autonomous self-driving cars and the future of transport,15,0.533333,0.285714
autonomous self-driving cars and the future of transport,16,0.5625,0.321429
autonomous self-driving cars and the future of transport,17,0.529412,0.321429
autonomous self-driving cars and the future of transport,18,0.5,0.321429
autonomous self-driving cars and the future of transport,19,0.526316,0.357143
autonomous self-driving cars and the future of transport,20,0.5,0.357143
autonomous self-driving cars and the future of transport,21,0.47619,0.357143
autonomous self-driving cars and the future of transport,22,0.5,0.392857
autonomous self-driving cars and the future of transport,23,0.521739,0.428571
autonomous self-driving cars and the future of transport,24,0.541667,0.464286
autonomous self-driving cars and the future of transport,25,0.56,0.5
autonomous self-driving cars and the future of transport,26,0.538462,0.5
autonomous self-driving cars and the future of transport,27,0.555556,0.535714
autonomous self-driving cars and the future of transport,28,0.571429,0.571429
autonomous self-driving cars and the future of transport,29,0.551724,0.571429
autonomous self-driving cars and the future of transport,30,0.533333,0.571429
autonomous self-driving cars and the future of transport,31,0.548387,0.607143
autonomous self-driving cars and the future of transport,32,0.5625,0.642857
autonomous self-driving cars and the future of transport,33,0.575758,0.678571
autonomous self-driving cars and the future of transport,34,0.588235,0.714286
autonomous self-driving cars and the future of transport,35,0.571429,0.714286
autonomous self-driving cars and the future of transport,36,0.583333,0.75
autonomous self-driving cars and the future of transport,37,0.567568,0.75
autonomous self-driving cars and the future of transport,38,0.578947,0.785714
autonomous self-driving cars and the future of transport,39,0.564103,0.785714
autonomous self-driving cars and the future of transport,40,0.575,0.821429
autonomous self-driving cars and the future of transport,41,0.585366,0.857143
autonomous self-driving cars and the future of transport,42,0.571429,0.857143
autonomous self-driving cars and the future of transport,43,0.581395,0.892857
autonomous self-driving cars and the future of transport,44,0.568182,0.892857
autonomous self-driving cars and the future of transport,45,0.555556,0.892857
autonomous self-driving cars and the future of transport,46,0.565217,0.928571
autonomous self-driving cars and the future of transport,47,0.553191,0.928571
autonomous self-driving cars and the future of transport,48,0.5625,0.964286
autonomous self-driving cars and the future of transport,49,0.55102,0.964286
autonomous self-driving cars and the future of transport,50,0.56,1.0
remote work and the future of the office,1,0.0,0.0
remote work and the future of the office,2,0.5,0.071429
remote work and the future of the office,3,0.666667,0.142857
remote work and the future of the office,4,0.5,0.142857
remote work and the future of the office,5,0.4,0.142857
remote work and the future of the office,6,0.5,0.214286
remote work and the future of the office,7,0.428571,0.214286
remote work and the future of the office,8,0.375,0.214286
remote work and the future of the office,9,0.333333,0.214286
remote work and the future of the office,10,0.4,0.285714
remote work and the future of the office,11,0.363636,0.285714
remote work and the future of the office,12,0.416667,0.357143
remote work and the future of the office,13,0.384615,0.357143
remote work and the future of the office,14,0.357143,0.357143
remote work and the future of the office,15,0.333333,0.357143
remote work and the future of the office,16,0.3125,0.357143
remote work and the future of the office,17,0.294118,0.357143
remote work and the future of the office,18,0.333333,0.428571
remote work and the future of the office,19,0.315789,0.428571
remote work and the future of the office,20,0.3,0.428571
remote work and the future of the office,21,0.285714,0.428571
remote work and the future of the office,22,0.272727,0.428571
remote work and the future of the office,23,0.304348,0.5
remote work and the future of the office,24,0.291667,0.5
remote work and the future of the office,25,0.28,0.5
remote work and the future of the office,26,0.269231,0.5
remote work and the future of the office,27,0.296296,0.571429
remote work and the future of the office,28,0.285714,0.571429
remote work and the future of the office,29,0.275862,0.571429
remote work and the future of the office,30,0.266667,0.571429
remote work and the future of the office,31,0.290323,0.642857
remote work and the future of the office,32,0.3125,0.714286
remote work and the future of the office,33,0.333333,0.785714
remote work and the future of the office,34,0.323529,0.785714
remote work and the future of the office,35,0.314286,0.785714
remote work and the future of the office,36,0.305556,0.785714
remote work and the future of the office,37,0.297297,0.785714
remote work and the future of the office,38,0.289474,0.785714
remote work and the future of the office,39,0.282051,0.785714
remote work and the future of the office,40,0.275,0.785714
remote work and the future of the office,41,0.268293,0.785714
remote work and the future of the office,42,0.261905,0.785714
remote work and the future of the office,43,0.255814,0.785714
remote work and the future of the office,44,0.25,0.785714
remote work and the future of the office,45,0.244444,0.785714
remote work and the future of the office,46,0.26087,0.857143
remote work and the future of the office,47,0.276596,0.928571
remote work and the future of the office,48,0.270833,0.928571
remote work and the future of the office,49,0.285714,1.0
remote work and the future of the office,50,0.28,1.0
stock market crash and economic recession 2020,1,1.0,0.025641
stock market crash and economic recession 2020,2,1.0,0.051282
stock market crash and economic recession 2020,3,1.0,0.076923
stock market crash and economic recession 2020,4,1.0,0.102564
stock market crash and economic recession 2020,5,1.0,0.128205
stock market crash and economic recession 2020,6,1.0,0.153846
stock market crash and economic recession 2020,7,1.0,0.179487
stock market crash and economic recession 2020,8,1.0,0.205128
stock market crash and economic recession 2020,9,1.0,0.230769
stock market crash and economic recession 2020,10,1.0,0.25641
stock market crash and economic recession 2020,11,1.0,0.282051
stock market crash and economic recession 2020,12,1.0,0.307692
stock market crash and economic recession 2020,13,1.0,0.333333
stock market crash and economic recession 2020,14,1.0,0.358974
stock market crash and economic recession 2020,15,1.0,0.384615
stock market crash and economic recession 2020,16,0.9375,0.384615
stock market crash and economic recession 2020,17,0.941176,0.410256
stock market crash and economic recession 2020,18,0.944444,0.435897
stock market crash and economic recession 2020,19,0.947368,0.461538
stock market crash and economic recession 2020,20,0.95,0.487179
stock market crash and economic recession 2020,21,0.904762,0.487179
stock market crash and economic recession 2020,22,0.909091,0.512821
stock market crash and economic recession 2020,23,0.913043,0.538462
stock market crash and economic recession 2020,24,0.916667,0.564103
stock market crash and economic recession 2020,25,0.92,0.589744
stock market crash and economic recession 2020,26,0.923077,0.615385
stock market crash and economic recession 2020,27,0.925926,0.641026
stock market crash and economic recession 2020,28,0.928571,0.666667
stock market crash and economic recession 2020,29,0.931034,0.692308
stock market crash and economic recession 2020,30,0.9,0.692308
stock market crash and economic recession 2020,31,0.903226,0.717949
stock market crash and economic recession 2020,32,0.90625,0.74359
stock market crash and economic recession 2020,33,0.878788,0.74359
stock market crash and economic recession 2020,34,0.882353,0.769231
stock market crash and economic recession 2020,35,0.885714,0.794872
stock market crash and economic recession 2020,36,0.861111,0.794872
stock market crash and economic recession 2020,37,0.864865,0.820513
stock market crash and economic recession 2020,38,0.868421,0.846154
stock market crash and economic recession 2020,39,0.871795,0.871795
stock market crash and economic recession 2020,40,0.85,0.871795
stock market crash and economic recession 2020,41,0.853659,0.897436
stock market crash and economic recession 2020,42,0.857143,0.923077
stock market crash and economic recession 2020,43,0.837209,0.923077
stock market crash and economic recession 2020,44,0.840909,0.948718
stock market crash and economic recession 2020,45,0.822222,0.948718
stock market crash and economic recession 2020,46,0.804348,0.948718
stock market crash and economic recession 2020,47,0.787234,0.948718
stock market crash and economic recession 2020,48,0.770833,0.948718
stock market crash and economic recession 2020,49,0.77551,0.974359
stock market crash and economic recession 2020,50,0.78,1.0
gig economy and worker rights,1,1.0,0.043478
gig economy and worker rights,2,1.0,0.086957
gig economy and worker rights,3,1.0,0.130435
gig economy and worker rights,4,1.0,0.173913
gig economy and worker rights,5,0.8,0.173913
gig economy and worker rights,6,0.833333,0.217391
gig economy and worker rights,7,0.857143,0.26087
gig economy and worker rights,8,0.875,0.304348
gig economy and worker rights,9,0.777778,0.304348
gig economy and worker rights,10,0.7,0.304348
gig economy and worker rights,11,0.727273,0.347826
gig economy and worker rights,12,0.75,0.391304
gig economy and worker rights,13,0.692308,0.391304
gig economy and worker rights,14,0.714286,0.434783
gig economy and worker rights,15,0.733333,0.478261
gig economy and worker rights,16,0.75,0.521739
gig economy and worker rights,17,0.764706,0.565217
gig economy and worker rights,18,0.777778,0.608696
gig economy and worker rights,19,0.736842,0.608696
gig economy and worker rights,20,0.75,0.652174
gig economy and worker rights,21,0.75,0.652174
gig economy and worker rights,22,0.761905,0.695652
gig economy and worker rights,23,0.727273,0.695652
gig economy and worker rights,24,0.73913,0.73913
gig economy and worker rights,25,0.75,0.782609
gig economy and worker rights,26,0.75,0.782609
gig economy and worker rights,27,0.75,0.782609
gig economy and worker rights,28,0.72,0.782609
gig economy and worker rights,29,0.72,0.782609
gig economy and worker rights,30,0.692308,0.782609
gig economy and worker rights,31,0.703704,0.826087
gig economy and worker rights,32,0.714286,0.869565
gig economy and worker rights,33,0.689655,0.869565
gig economy and worker rights,34,0.666667,0.869565
gig economy and worker rights,35,0.645161,0.869565
gig economy and worker rights,36,0.645161,0.869565
gig economy and worker rights,37,0.645161,0.869565
gig economy and worker rights,38,0.645161,0.869565
gig economy and worker rights,39,0.645161,0.869565
gig economy and worker rights,40,0.625,0.869565
gig economy and worker rights,41,0.606061,0.869565
gig economy and worker rights,42,0.588235,0.869565
gig economy and worker rights,43,0.571429,0.869565
gig economy and worker rights,44,0.555556,0.869565
gig economy and worker rights,45,0.567568,0.913043
gig economy and worker rights,46,0.578947,0.956522
gig economy and worker rights,47,0.564103,0.956522
gig economy and worker rights,48,0.575,1.0
gig economy and worker rights,49,0.575,1.0
gig economy and worker rights,50,0.560976,1.0
startup fundraising and venture capital,1,1.0,0.022222
startup fundraising and venture capital,2,1.0,0.044444
startup fundraising and venture capital,3,1.0,0.066667
startup fundraising and venture capital,4,1.0,0.088889
startup fundraising and venture capital,5,1.0,0.111111
startup fundraising and venture capital,6,1.0,0.133333
startup fundraising and venture capital,7,1.0,0.155556
startup fundraising and venture capital,8,1.0,0.177778
startup fundraising and venture capital,9,1.0,0.2
startup fundraising and venture capital,10,1.0,0.222222
startup fundraising and venture capital,11,1.0,0.244444
startup fundraising and venture capital,12,1.0,0.266667
startup fundraising and venture capital,13,1.0,0.288889
startup fundraising and venture capital,14,0.928571,0.288889
startup fundraising and venture capital,15,0.933333,0.311111
startup fundraising and venture capital,16,0.9375,0.333333
startup fundraising and venture capital,17,0.941176,0.355556
startup fundraising and venture capital,18,0.944444,0.377778
startup fundraising and venture capital,19,0.947368,0.4
startup fundraising and venture capital,20,0.9,0.4
startup fundraising and venture capital,21,0.904762,0.422222
startup fundraising and venture capital,22,0.863636,0.422222
startup fundraising and venture capital,23,0.869565,0.444444
startup fundraising and venture capital,24,0.875,0.466667
startup fundraising and venture capital,25,0.88,0.488889
startup fundraising and venture capital,26,0.884615,0.511111
startup fundraising and venture capital,27,0.888889,0.533333
startup fundraising and venture capital,28,0.892857,0.555556
startup fundraising and venture capital,29,0.896552,0.577778
startup fundraising and venture capital,30,0.9,0.6
startup fundraising and venture capital,31,0.903226,0.622222
startup fundraising and venture capital,32,0.90625,0.644444
startup fundraising and venture capital,33,0.909091,0.666667
startup fundraising and venture capital,34,0.911765,0.688889
startup fundraising and venture capital,35,0.914286,0.711111
startup fundraising and venture capital,36,0.916667,0.733333
startup fundraising and venture capital,37,0.918919,0.755556
startup fundraising and venture capital,38,0.894737,0.755556
startup fundraising and venture capital,39,0.897436,0.777778
startup fundraising and venture capital,40,0.9,0.8
startup fundraising and venture capital,41,0.902439,0.822222
startup fundraising and venture capital,42,0.904762,0.844444
startup fundraising and venture capital,43,0.906977,0.866667
startup fundraising and venture capital,44,0.909091,0.888889
startup fundraising and venture capital,45,0.911111,0.911111
startup fundraising and venture capital,46,0.913043,0.933333
startup fundraising and venture capital,47,0.914894,0.955556
startup fundraising and venture capital,48,0.916667,0.977778
startup fundraising and venture capital,49,0.918367,1.0
startup fundraising and venture capital,50,0.9,1.0
Amazon and big tech monopoly concerns,1,1.0,0.022727
Amazon and big tech monopoly concerns,2,1.0,0.045455
Amazon and big tech monopoly concerns,3,1.0,0.068182
Amazon and big tech monopoly concerns,4,1.0,0.090909
Amazon and big tech monopoly concerns,5,1.0,0.113636
Amazon and big tech monopoly concerns,6,1.0,0.136364
Amazon and big tech monopoly concerns,7,1.0,0.159091
Amazon and big tech monopoly concerns,8,1.0,0.181818
Amazon and big tech monopoly concerns,9,1.0,0.204545
Amazon and big tech monopoly concerns,10,1.0,0.227273
Amazon and big tech monopoly concerns,11,1.0,0.25
Amazon and big tech monopoly concerns,12,1.0,0.272727
Amazon and big tech monopoly concerns,13,1.0,0.295455
Amazon and big tech monopoly concerns,14,1.0,0.318182
Amazon and big tech monopoly concerns,15,1.0,0.340909
Amazon and big tech monopoly concerns,16,1.0,0.363636
Amazon and big tech monopoly concerns,17,1.0,0.386364
Amazon and big tech monopoly concerns,18,1.0,0.409091
Amazon and big tech monopoly concerns,19,1.0,0.431818
Amazon and big tech monopoly concerns,20,1.0,0.454545
Amazon and big tech monopoly concerns,21,1.0,0.477273
Amazon and big tech monopoly concerns,22,1.0,0.5
Amazon and big tech monopoly concerns,23,1.0,0.522727
Amazon and big tech monopoly concerns,24,1.0,0.545455
Amazon and big tech monopoly concerns,25,1.0,0.568182
Amazon and big tech monopoly concerns,26,1.0,0.590909
Amazon and big tech monopoly concerns,27,0.962963,0.590909
Amazon and big tech monopoly concerns,28,0.964286,0.613636
Amazon and big tech monopoly concerns,29,0.965517,0.636364
Amazon and big tech monopoly concerns,30,0.966667,0.659091
Amazon and big tech monopoly concerns,31,0.967742,0.681818
Amazon and big tech monopoly concerns,32,0.96875,0.704545
Amazon and big tech monopoly concerns,33,0.969697,0.727273
Amazon and big tech monopoly concerns,34,0.970588,0.75
Amazon and big tech monopoly concerns,35,0.942857,0.75
Amazon and big tech monopoly concerns,36,0.944444,0.772727
Amazon and big tech monopoly concerns,37,0.945946,0.795455
Amazon and big tech monopoly concerns,38,0.921053,0.795455
Amazon and big tech monopoly concerns,39,0.923077,0.818182
Amazon and big tech monopoly concerns,40,0.9,0.818182
Amazon and big tech monopoly concerns,41,0.902439,0.840909
Amazon and big tech monopoly concerns,42,0.880952,0.840909
Amazon and big tech monopoly concerns,43,0.883721,0.863636
Amazon and big tech monopoly concerns,44,0.863636,0.863636
Amazon and big tech monopoly concerns,45,0.866667,0.886364
Amazon and big tech monopoly concerns,46,0.869565,0.909091
Amazon and big tech monopoly concerns,47,0.87234,0.931818
Amazon and big tech monopoly concerns,48,0.875,0.954545
Amazon and big tech monopoly concerns,49,0.877551,0.977273
Amazon and big tech monopoly concerns,50,0.88,1.0
