query,rank,precision,recall
SpaceX Falcon 9 and commercial space travel,45,0.866667,0.906977
SpaceX Falcon 9 and commercial space travel,46,0.869565,0.930233
SpaceX Falcon 9 and commercial space travel,47,0.87234,0.953488
SpaceX Falcon 9 and commercial space travel,48,0.875,0.976744
SpaceX Falcon 9 and commercial space travel,49,0.857143,0.976744
SpaceX Falcon 9 and commercial space travel,50,0.86,1.0
5G technology rollout and conspiracy theories,1,1.0,0.026316
5G technology rollout and conspiracy theories,2,1.0,0.052632
5G technology rollout and conspiracy theories,3,1.0,0.078947
5G technology rollout and conspiracy theories,4,1.0,0.105263
5G technology rollout and conspiracy theories,5,1.0,0.131579
5G technology rollout and conspiracy theories,6,0.833333,0.131579
5G technology rollout and conspiracy theories,7,0.857143,0.157895
5G technology rollout and conspiracy theories,8,0.75,0.157895
5G technology rollout and conspiracy theories,9,0.777778,0.184211
5G technology rollout and conspiracy theories,10,0.8,0.210526
5G technology rollout and conspiracy theories,11,0.727273,0.210526
5G technology rollout and conspiracy theories,12,0.75,0.236842
5G technology rollout and conspiracy theories,13,0.769231,0.263158
5G technology rollout and conspiracy theories,14,0.785714,0.289474
5G technology rollout and conspiracy theories,15,0.8,0.315789
5G technology rollout and conspiracy theories,16,0.8125,0.342105
5G technology rollout and conspiracy theories,17,0.823529,0.368421
5G technology rollout and conspiracy theories,18,0.833333,0.394737
5G technology rollout and conspiracy theories,19,0.789474,0.394737
5G technology rollout and conspiracy theories,20,0.8,0.421053
5G technology rollout and conspiracy theories,21,0.809524,0.447368
5G technology rollout and conspiracy theories,22,0.818182,0.473684
5G technology rollout and conspiracy theories,23,0.782609,0.473684
5G technology rollout and conspiracy theories,24,0.75,0.473684
5G technology rollout and conspiracy theories,25,0.76,0.5
5G technology rollout and conspiracy theories,26,0.769231,0.526316
5G technology rollout and conspiracy theories,27,0.777778,0.552632
5G technology rollout and conspiracy theories,28,0.785714,0.578947
5G technology rollout and conspiracy theories,29,0.793103,0.605263
5G technology rollout and conspiracy theories,30,0.8,0.631579
5G technology rollout and conspiracy theories,31,0.806452,0.657895
5G technology rollout and conspiracy theories,32,0.78125,0.657895
5G technology rollout and conspiracy theories,33,0.787879,0.684211
5G technology rollout and conspiracy theories,34,0.794118,0.710526
5G technology rollout and conspiracy theories,35,0.771429,0.710526
5G technology rollout and conspiracy theories,36,0.75,0.710526
5G technology rollout and conspiracy theories,37,0.756757,0.736842
5G technology rollout and conspiracy theories,38,0.763158,0.763158
5G technology rollout and conspiracy theories,39,0.769231,0.789474
5G technology rollout and conspiracy theories,40,0.75,0.789474
5G technology rollout and conspiracy theories,41,0.756098,0.815789
5G technology rollout and conspiracy theories,42,0.761905,0.842105
5G technology rollout and conspiracy theories,43,0.767442,0.868421
5G technology rollout and conspiracy theories,44,0.772727,0.894737
5G technology rollout and conspiracy theories,45,0.755556,0.894737
5G technology rollout and conspiracy theories,46,0.73913,0.894737
5G technology rollout and conspiracy theories,47,0.744681,0.921053
5G technology rollout and conspiracy theories,48,0.75,0.947368
5G technology rollout and conspiracy theories,49,0.755102,0.973684
5G technology rollout and conspiracy theories,50,0.76,1.0
CRISPR gene editing and biotech innovation,1,1.0,0.025
CRISPR gene editing and biotech innovation,2,1.0,0.05
CRISPR gene editing and biotech innovation,3,1.0,0.075
CRISPR gene editing and biotech innovation,4,1.0,0.1
CRISPR gene editing and biotech innovation,5,1.0,0.125
CRISPR gene editing and biotech innovation,6,1.0,0.15
CRISPR gene editing and biotech innovation,7,1.0,0.175
CRISPR gene editing and biotech innovation,8,1.0,0.2
CRISPR gene editing and biotech innovation,9,1.0,0.225
CRISPR gene editing and biotech innovation,10,1.0,0.25
CRISPR gene editing and biotech innovation,11,1.0,0.275
CRISPR gene editing and biotech innovation,12,1.0,0.3
CRISPR gene editing and biotech innovation,13,1.0,0.325
CRISPR gene editing and biotech innovation,14,1.0,0.35
CRISPR gene editing and biotech innovation,15,1.0,0.375
CRISPR gene editing and biotech innovation,16,1.0,0.4
CRISPR gene editing and biotech innovation,17,1.0,0.425
CRISPR gene editing and biotech innovation,18,1.0,0.45
CRISPR gene editing and biotech innovation,19,1.0,0.475
CRISPR gene editing and biotech innovation,20,1.0,0.5
CRISPR gene editing and biotech innovation,21,0.952381,0.5
CRISPR gene editing and biotech innovation,22,0.954545,0.525
CRISPR gene editing and biotech innovation,23,0.913043,0.525
CRISPR gene editing and biotech innovation,24,0.875,0.525
CRISPR gene editing and biotech innovation,25,0.88,0.55
CRISPR gene editing and biotech innovation,26,0.884615,0.575
CRISPR gene editing and biotech innovation,27,0.888889,0.6
CRISPR gene editing and biotech innovation,28,0.892857,0.625
CRISPR gene editing and biotech innovation,29,0.862069,0.625
CRISPR gene editing and biotech innovation,30,0.866667,0.65
CRISPR gene editing and biotech innovation,31,0.83871,0.65
CRISPR gene editing and biotech innovation,32,0.84375,0.675
CRISPR gene editing and biotech innovation,33,0.818182,0.675
CRISPR gene editing and biotech innovation,34,0.823529,0.7
CRISPR gene editing and biotech innovation,35,0.828571,0.725
CRISPR gene editing and biotech innovation,36,0.833333,0.75
CRISPR gene editing and biotech innovation,37,0.810811,0.75
CRISPR gene editing and biotech innovation,38,0.815789,0.775
CRISPR gene editing and biotech innovation,39,0.820513,0.8
CRISPR gene editing and biotech innovation,40,0.825,0.825
CRISPR gene editing and biotech innovation,41,0.829268,0.85
CRISPR gene editing and biotech innovation,42,0.809524,0.85
CRISPR gene editing and biotech innovation,43,0.813953,0.875
CRISPR gene editing and biotech innovation,44,0.795455,0.875
CRISPR gene editing and biotech innovation,45,0.8,0.9
CRISPR gene editing and biotech innovation,46,0.782609,0.9
CRISPR gene editing and biotech innovation,47,0.787234,0.925
CRISPR gene editing and biotech innovation,48,0.791667,0.95
CRISPR gene editing and biotech innovation,49,0.795918,0.975
CRISPR gene editing and biotech innovation,50,0.8,1.0
quantum computing and its practical applications,1,1.0,0.022222
quantum computing and its practical applications,2,1.0,0.044444
quantum computing and its practical applications,3,1.0,0.066667
quantum computing and its practical applications,4,1.0,0.088889
quantum computing and its practical applications,5,1.0,0.111111
quantum computing and its practical applications,6,1.0,0.133333
quantum computing and its practical applications,7,1.0,0.155556
quantum computing and its practical applications,8,1.0,0.177778
quantum computing and its practical applications,9,1.0,0.2
quantum computing and its practical applications,10,1.0,0.222222
quantum computing and its practical applications,11,1.0,0.244444
quantum computing and its practical applications,12,1.0,0.266667
quantum computing and its practical applications,13,1.0,0.288889
quantum computing and its practical applications,14,1.0,0.311111
quantum computing and its practical applications,15,1.0,0.333333
quantum computing and its practical applications,16,1.0,0.355556
quantum computing and its practical applications,17,1.0,0.377778
quantum computing and its practical applications,18,1.0,0.4
quantum computing and its practical applications,19,1.0,0.422222
quantum computing and its practical applications,20,1.0,0.444444
quantum computing and its practical applications,21,1.0,0.466667
quantum computing and its practical applications,22,1.0,0.488889
quantum computing and its practical applications,23,1.0,0.511111
quantum computing and its practical applications,24,1.0,0.533333
quantum computing and its practical applications,25,1.0,0.555556
quantum computing and its practical applications,26,1.0,0.577778
quantum computing and its practical applications,27,1.0,0.6
quantum computing and its practical applications,28,1.0,0.622222
quantum computing and its practical applications,29,1.0,0.644444
quantum computing and its practical applications,30,1.0,0.666667
quantum computing and its practical applications,31,0.967742,0.666667
quantum computing and its practical applications,32,0.96875,0.688889
quantum computing and its practical applications,33,0.969697,0.711111
quantum computing and its practical applications,34,0.970588,0.733333
quantum computing and its practical applications,35,0.942857,0.733333
quantum computing and its practical applications,36,0.944444,0.755556
quantum computing and its practical applications,37,0.945946,0.777778
quantum computing and its practical applications,38,0.947368,0.8
quantum computing and its practical applications,39,0.948718,0.822222
quantum computing and its practical applications,40,0.95,0.844444
quantum computing and its practical applications,41,0.95122,0.866667
quantum computing and its practical applications,42,0.952381,0.888889
quantum computing and its practical applications,43,0.930233,0.888889
quantum computing and its practical applications,44,0.931818,0.911111
quantum computing and its practical applications,45,0.933333,0.933333
quantum computing and its practical applications,46,0.934783,0.955556
quantum computing and its practical applications,47,0.914894,0.955556
quantum computing and its practical applications,48,0.916667,0.977778
quantum computing and its practical applications,49,0.918367,1.0
quantum computing and its practical applications,50,0.9,1.0
deepfake technology and synthetic media risks,1,1.0,0.041667
deepfake technology and synthetic media risks,2,0.5,0.041667
deepfake technology and synthetic media risks,3,0.333333,0.041667
deepfake technology and synthetic media risks,4,0.5,0.083333
deepfake technology and synthetic media risks,5,0.6,0.125
deepfake technology and synthetic media risks,6,0.5,0.125
deepfake technology and synthetic media risks,7,0.428571,0.125
deepfake technology and synthetic media risks,8,0.5,0.166667
deepfake technology and synthetic media risks,9,0.444444,0.166667
deepfake technology and synthetic media risks,10,0.5,0.208333
deepfake technology and synthetic media risks,11,0.454545,0.208333
deepfake technology and synthetic media risks,12,0.5,0.25
deepfake technology and synthetic media risks,13,0.461538,0.25
deepfake technology and synthetic media risks,14,0.5,0.291667
deepfake technology and synthetic media risks,15,0.466667,0.291667
deepfake technology and synthetic media risks,16,0.5,0.333333
deepfake technology and synthetic media risks,17,0.529412,0.375
deepfake technology and synthetic media risks,18,0.5,0.375
deepfake technology and synthetic media risks,19,0.473684,0.375
deepfake technology and synthetic media risks,20,0.5,0.416667
deepfake technology and synthetic media risks,21,0.52381,0.458333
deepfake technology and synthetic media risks,22,0.5,0.458333
deepfake technology and synthetic media risks,23,0.478261,0.458333
deepfake technology and synthetic media risks,24,0.5,0.5
deepfake technology and synthetic media risks,25,0.52,0.541667
deepfake technology and synthetic media risks,26,0.5,0.541667
deepfake technology and synthetic media risks,27,0.481481,0.541667
deepfake technology and synthetic media risks,28,0.5,0.583333
deepfake technology and synthetic media risks,29,0.482759,0.583333
deepfake technology and synthetic media risks,30,0.5,0.625
deepfake technology and synthetic media risks,31,0.516129,0.666667
deepfake technology and synthetic media risks,32,0.5,0.666667
deepfake technology and synthetic media risks,33,0.484848,0.666667
deepfake technology and synthetic media risks,34,0.5,0.708333
deepfake technology and synthetic media risks,35,0.485714,0.708333
deepfake technology and synthetic media risks,36,0.5,0.75
deepfake technology and synthetic media risks,37,0.513514,0.791667
deepfake technology and synthetic media risks,38,0.5,0.791667
deepfake technology and synthetic media risks,39,0.487179,0.791667
deepfake technology and synthetic media risks,40,0.5,0.833333
deepfake technology and synthetic media risks,41,0.487805,0.833333
deepfake technology and synthetic media risks,42,0.47619,0.833333
deepfake technology and synthetic media risks,43,0.488372,0.875
deepfake technology and synthetic media risks,44,0.477273,0.875
deepfake technology and synthetic media risks,45,0.488889,0.916667
deepfake technology and synthetic media risks,46,0.478261,0.916667
deepfake technology and synthetic media risks,47,0.468085,0.916667
deepfake technology and synthetic media risks,48,0.479167,0.958333
deepfake technology and synthetic media risks,49,0.469388,0.958333
deepfake technology and synthetic media risks,50,0.48,1.0
privacy concerns and surveillance capitalism,1,1.0,0.034483
privacy concerns and surveillance capitalism,2,1.0,0.068966
privacy concerns and surveillance capitalism,3,1.0,0.103448
privacy concerns and surveillance capitalism,4,1.0,0.137931
privacy concerns and surveillance capitalism,5,1.0,0.172414
privacy concerns and surveillance capitalism,6,0.833333,0.172414
privacy concerns and surveillance capitalism,7,0.857143,0.206897
privacy concerns and surveillance capitalism,8,0.75,0.206897
privacy concerns and surveillance capitalism,9,0.777778,0.241379
privacy concerns and surveillance capitalism,10,0.7,0.241379
privacy concerns and surveillance capitalism,11,0.727273,0.275862
privacy concerns and surveillance capitalism,12,0.666667,0.275862
privacy concerns and surveillance capitalism,13,0.692308,0.310345
privacy concerns and surveillance capitalism,14,0.642857,0.310345
privacy concerns and surveillance capitalism,15,0.666667,0.344828
privacy concerns and surveillance capitalism,16,0.6875,0.37931
privacy concerns and surveillance capitalism,17,0.647059,0.37931
privacy concerns and surveillance capitalism,18,0.611111,0.37931
privacy concerns and surveillance capitalism,19,0.631579,0.413793
privacy concerns and surveillance capitalism,20,0.65,0.448276
privacy concerns and surveillance capitalism,21,0.666667,0.482759
privacy concerns and surveillance capitalism,22,0.636364,0.482759
privacy concerns and surveillance capitalism,23,0.652174,0.517241
privacy concerns and surveillance capitalism,24,0.625,0.517241
privacy concerns and surveillance capitalism,25,0.64,0.551724
privacy concerns and surveillance capitalism,26,0.653846,0.586207
privacy concerns and surveillance capitalism,27,0.62963,0.586207
privacy concerns and surveillance capitalism,28,0.642857,0.62069
privacy concerns and surveillance capitalism,29,0.655172,0.655172
privacy concerns and surveillance capitalism,30,0.633333,0.655172
privacy concerns and surveillance capitalism,31,0.645161,0.689655
privacy concerns and surveillance capitalism,32,0.625,0.689655
privacy concerns and surveillance capitalism,33,0.636364,0.724138
privacy concerns and surveillance capitalism,34,0.617647,0.724138
privacy concerns and surveillance capitalism,35,0.628571,0.758621
privacy concerns and surveillance capitalism,36,0.611111,0.758621
privacy concerns and surveillance capitalism,37,0.621622,0.793103
privacy concerns and surveillance capitalism,38,0.605263,0.793103
privacy concerns and surveillance capitalism,39,0.615385,0.827586
privacy concerns and surveillance capitalism,40,0.6,0.827586
privacy concerns and surveillance capitalism,41,0.585366,0.827586
privacy concerns and surveillance capitalism,42,0.595238,0.862069
privacy concerns and surveillance capitalism,43,0.581395,0.862069
privacy concerns and surveillance capitalism,44,0.590909,0.896552
privacy concerns and surveillance capitalism,45,0.577778,0.896552
privacy concerns and surveillance capitalism,46,0.586957,0.931034
privacy concerns and surveillance capitalism,47,0.595745,0.965517
privacy concerns and surveillance capitalism,48,0.583333,0.965517
privacy concerns and surveillance capitalism,49,0.591837,1.0
privacy concerns and surveillance capitalism,50,0.58,1.0
autonomous self-driving cars and the future of transport,1,1.0,0.023256
autonomous self-driving cars and the future of transport,2,1.0,0.046512
autonomous self-driving cars and the future of transport,3,1.0,0.069767
autonomous self-driving cars and the future of transport,4,1.0,0.093023
autonomous self-driving cars and the future of transport,5,1.0,0.116279
autonomous self-driving cars and the future of transport,6,1.0,0.139535
autonomous self-driving cars and the future of transport,7,1.0,0.162791
autonomous self-driving cars and the future of transport,8,1.0,0.186047
autonomous self-driving cars and the future of transport,9,1.0,0.209302
autonomous self-driving cars and the future of transport,10,1.0,0.232558
autonomous self-driving cars and the future of transport,11,1.0,0.255814
autonomous self-driving cars and the future of transport,12,0.916667,0.255814
autonomous self-driving cars and the future of transport,13,0.923077,0.27907
autonomous self-driving cars and the future of transport,14,0.857143,0.27907
autonomous self-driving cars and the future of transport,15,0.866667,0.302326
autonomous self-driving cars and the future of transport,16,0.875,0.325581
autonomous self-driving cars and the future of transport,17,0.882353,0.348837
autonomous self-driving cars and the future of transport,18,0.888889,0.372093
autonomous self-driving cars and the future of transport,19,0.894737,0.395349
autonomous self-driving cars and the future of transport,20,0.9,0.418605
autonomous self-driving cars and the future of transport,21,0.857143,0.418605
autonomous self-driving cars and the future of transport,22,0.863636,0.44186
autonomous self-driving cars and the future of transport,23,0.869565,0.465116
autonomous self-driving cars and the future of transport,24,0.833333,0.465116
autonomous self-driving cars and the future of transport,25,0.84,0.488372
autonomous self-driving cars and the future of transport,26,0.846154,0.511628
autonomous self-driving cars and the future of transport,27,0.851852,0.534884
autonomous self-driving cars and the future of transport,28,0.857143,0.55814
autonomous self-driving cars and the future of transport,29,0.862069,0.581395
autonomous self-driving cars and the future of transport,30,0.866667,0.604651
autonomous self-driving cars and the future of transport,31,0.870968,0.627907
autonomous self-driving cars and the future of transport,32,0.875,0.651163
autonomous self-driving cars and the future of transport,33,0.878788,0.674419
autonomous self-driving cars and the future of transport,34,0.882353,0.697674
autonomous self-driving cars and the future of transport,35,0.885714,0.72093
autonomous self-driving cars and the future of transport,36,0.888889,0.744186
autonomous self-driving cars and the future of transport,37,0.891892,0.767442
autonomous self-driving cars and the future of transport,38,0.868421,0.767442
autonomous self-driving cars and the future of transport,39,0.871795,0.790698
autonomous self-driving cars and the future of transport,40,0.875,0.813953
autonomous self-driving cars and the future of transport,41,0.878049,0.837209
autonomous self-driving cars and the future of transport,42,0.857143,0.837209
autonomous self-driving cars and the future of transport,43,0.860465,0.860465
autonomous self-driving cars and the future of transport,44,0.863636,0.883721
autonomous self-driving cars and the future of transport,45,0.866667,0.906977
autonomous self-driving cars and the future of transport,46,0.869565,0.930233
autonomous self-driving cars and the future of transport,47,0.87234,0.953488
autonomous self-driving cars and the future of transport,48,0.875,0.976744
autonomous self-driving cars and the future of transport,49,0.877551,1.0
autonomous self-driving cars and the future of transport,50,0.86,1.0
remote work and the future of the office,1,1.0,0.02
remote work and the future of the office,2,1.0,0.04
remote work and the future of the office,3,1.0,0.06
remote work and the future of the office,4,1.0,0.08
remote work and the future of the office,5,1.0,0.1
remote work and the future of the office,6,1.0,0.12
remote work and the future of the office,7,1.0,0.14
remote work and the future of the office,8,1.0,0.16
remote work and the future of the office,9,1.0,0.18
remote work and the future of the office,10,1.0,0.2
remote work and the future of the office,11,1.0,0.22
remote work and the future of the office,12,1.0,0.24
remote work and the future of the office,13,1.0,0.26
remote work and the future of the office,14,1.0,0.28
remote work and the future of the office,15,1.0,0.3
remote work and the future of the office,16,1.0,0.32
remote work and the future of the office,17,1.0,0.34
remote work and the future of the office,18,1.0,0.36
remote work and the future of the office,19,1.0,0.38
remote work and the future of the office,20,1.0,0.4
remote work and the future of the office,21,1.0,0.42
remote work and the future of the office,22,1.0,0.44
remote work and the future of the office,23,1.0,0.46
remote work and the future of the office,24,1.0,0.48
remote work and the future of the office,25,1.0,0.5
remote work and the future of the office,26,1.0,0.52
remote work and the future of the office,27,1.0,0.54
remote work and the future of the office,28,1.0,0.56
remote work and the future of the office,29,1.0,0.58
remote work and the future of the office,30,1.0,0.6
remote work and the future of the office,31,1.0,0.62
remote work and the future of the office,32,1.0,0.64
remote work and the future of the office,33,1.0,0.66
remote work and the future of the office,34,1.0,0.68
remote work and the future of the office,35,1.0,0.7
remote work and the future of the office,36,1.0,0.72
remote work and the future of the office,37,1.0,0.74
remote work and the future of the office,38,1.0,0.76
remote work and the future of the office,39,1.0,0.78
remote work and the future of the office,40,1.0,0.8
remote work and the future of the office,41,1.0,0.82
remote work and the future of the office,42,1.0,0.84
remote work and the future of the office,43,1.0,0.86
remote work and the future of the office,44,1.0,0.88
remote work and the future of the office,45,1.0,0.9
remote work and the future of the office,46,1.0,0.92
remote work and the future of the office,47,1.0,0.94
remote work and the future of the office,48,1.0,0.96
remote work and the future of the office,49,1.0,0.98
remote work and the future of the office,50,1.0,1.0
stock market crash and economic recession 2020,1,1.0,0.022727
stock market crash and economic recession 2020,2,1.0,0.045455
stock market crash and economic recession 2020,3,1.0,0.068182
stock market crash and economic recession 2020,4,1.0,0.090909
stock market crash and economic recession 2020,5,1.0,0.113636
stock market crash and economic recession 2020,6,1.0,0.136364
stock market crash and economic recession 2020,7,1.0,0.159091
stock market crash and economic recession 2020,8,1.0,0.181818
stock market crash and economic recession 2020,9,1.0,0.204545
stock market crash and economic recession 2020,10,1.0,0.227273
stock market crash and economic recession 2020,11,1.0,0.25
stock market crash and economic recession 2020,12,1.0,0.272727
stock market crash and economic recession 2020,13,1.0,0.295455
stock market crash and economic recession 2020,14,1.0,0.318182
stock market crash and economic recession 2020,15,1.0,0.340909
stock market crash and economic recession 2020,16,1.0,0.363636
stock market crash and economic recession 2020,17,1.0,0.386364
stock market crash and economic recession 2020,18,1.0,0.409091
stock market crash and economic recession 2020,19,1.0,0.431818
stock market crash and economic recession 2020,20,1.0,0.454545
stock market crash and economic recession 2020,21,1.0,0.477273
stock market crash and economic recession 2020,22,1.0,0.5
stock market crash and economic recession 2020,23,1.0,0.522727
stock market crash and economic recession 2020,24,1.0,0.545455
stock market crash and economic recession 2020,25,1.0,0.568182
stock market crash and economic recession 2020,26,1.0,0.590909
stock market crash and economic recession 2020,27,0.962963,0.590909
stock market crash and economic recession 2020,28,0.964286,0.613636
stock market crash and economic recession 2020,29,0.965517,0.636364
stock market crash and economic recession 2020,30,0.933333,0.636364
stock market crash and economic recession 2020,31,0.903226,0.636364
stock market crash and economic recession 2020,32,0.90625,0.659091
stock market crash and economic recession 2020,33,0.909091,0.681818
stock market crash and economic recession 2020,34,0.911765,0.704545
stock market crash and economic recession 2020,35,0.914286,0.727273
stock market crash and economic recession 2020,36,0.916667,0.75
stock market crash and economic recession 2020,37,0.891892,0.75
stock market crash and economic recession 2020,38,0.894737,0.772727
stock market crash and economic recession 2020,39,0.871795,0.772727
stock market crash and economic recession 2020,40,0.875,0.795455
stock market crash and economic recession 2020,41,0.853659,0.795455
stock market crash and economic recession 2020,42,0.857143,0.818182
stock market crash and economic recession 2020,43,0.860465,0.840909
stock market crash and economic recession 2020,44,0.863636,0.863636
stock market crash and economic recession 2020,45,0.866667,0.886364
stock market crash and economic recession 2020,46,0.869565,0.909091
stock market crash and economic recession 2020,47,0.87234,0.931818
stock market crash and economic recession 2020,48,0.875,0.954545
stock market crash and economic recession 2020,49,0.877551,0.977273
stock market crash and economic recession 2020,50,0.88,1.0
gig economy and worker rights,1,1.0,0.025641
gig economy and worker rights,2,1.0,0.051282
gig economy and worker rights,3,1.0,0.076923
gig economy and worker rights,4,1.0,0.102564
gig economy and worker rights,5,1.0,0.128205
gig economy and worker rights,6,1.0,0.153846
gig economy and worker rights,7,1.0,0.179487
gig economy and worker rights,8,1.0,0.205128
gig economy and worker rights,9,1.0,0.230769
gig economy and worker rights,10,1.0,0.25641
gig economy and worker rights,11,1.0,0.282051
gig economy and worker rights,12,1.0,0.307692
gig economy and worker rights,13,1.0,0.333333
gig economy and worker rights,14,1.0,0.358974
gig economy and worker rights,15,1.0,0.384615
gig economy and worker rights,16,1.0,0.410256
gig economy and worker rights,17,1.0,0.435897
gig economy and worker rights,18,0.944444,0.435897
gig economy and worker rights,19,0.947368,0.461538
gig economy and worker rights,20,0.95,0.487179
gig economy and worker rights,21,0.904762,0.487179
gig economy and worker rights,22,0.909091,0.512821
gig economy and worker rights,23,0.913043,0.538462
gig economy and worker rights,24,0.916667,0.564103
gig economy and worker rights,25,0.92,0.589744
gig economy and worker rights,26,0.923077,0.615385
gig economy and worker rights,27,0.925926,0.641026
gig economy and worker rights,28,0.928571,0.666667
gig economy and worker rights,29,0.896552,0.666667
gig economy and worker rights,30,0.9,0.692308
gig economy and worker rights,31,0.903226,0.717949
gig economy and worker rights,32,0.875,0.717949
gig economy and worker rights,33,0.878788,0.74359
gig economy and worker rights,34,0.882353,0.769231
gig economy and worker rights,35,0.857143,0.769231
gig economy and worker rights,36,0.861111,0.794872
gig economy and worker rights,37,0.864865,0.820513
gig economy and worker rights,38,0.842105,0.820513
gig economy and worker rights,39,0.820513,0.820513
gig economy and worker rights,40,0.825,0.846154
gig economy and worker rights,41,0.804878,0.846154
gig economy and worker rights,42,0.809524,0.871795
gig economy and worker rights,43,0.813953,0.897436
gig economy and worker rights,44,0.795455,0.897436
gig economy and worker rights,45,0.8,0.923077
gig economy and worker rights,46,0.804348,0.948718
gig economy and worker rights,47,0.787234,0.948718
gig economy and worker rights,48,0.791667,0.974359
gig economy and worker rights,49,0.77551,0.974359
gig economy and worker rights,50,0.78,1.0
startup fundraising and venture capital,1,1.0,0.025641
startup fundraising and venture capital,2,1.0,0.051282
startup fundraising and venture capital,3,1.0,0.076923
startup fundraising and venture capital,4,1.0,0.102564
startup fundraising and venture capital,5,1.0,0.128205
startup fundraising and venture capital,6,1.0,0.153846
startup fundraising and venture capital,7,0.857143,0.153846
startup fundraising and venture capital,8,0.875,0.179487
startup fundraising and venture capital,9,0.888889,0.205128
startup fundraising and venture capital,10,0.9,0.230769
startup fundraising and venture capital,11,0.909091,0.25641
startup fundraising and venture capital,12,0.833333,0.25641
startup fundraising and venture capital,13,0.846154,0.282051
startup fundraising and venture capital,14,0.785714,0.282051
startup fundraising and venture capital,15,0.8,0.307692
startup fundraising and venture capital,16,0.8125,0.333333
startup fundraising and venture capital,17,0.823529,0.358974
startup fundraising and venture capital,18,0.833333,0.384615
startup fundraising and venture capital,19,0.842105,0.410256
startup fundraising and venture capital,20,0.8,0.410256
startup fundraising and venture capital,21,0.809524,0.435897
startup fundraising and venture capital,22,0.772727,0.435897
startup fundraising and venture capital,23,0.73913,0.435897
startup fundraising and venture capital,24,0.75,0.461538
startup fundraising and venture capital,25,0.76,0.487179
startup fundraising and venture capital,26,0.769231,0.512821
startup fundraising and venture capital,27,0.777778,0.538462
startup fundraising and venture capital,28,0.785714,0.564103
startup fundraising and venture capital,29,0.793103,0.589744
startup fundraising and venture capital,30,0.766667,0.589744
startup fundraising and venture capital,31,0.774194,0.615385
startup fundraising and venture capital,32,0.78125,0.641026
startup fundraising and venture capital,33,0.787879,0.666667
startup fundraising and venture capital,34,0.794118,0.692308
startup fundraising and venture capital,35,0.8,0.717949
startup fundraising and venture capital,36,0.777778,0.717949
startup fundraising and venture capital,37,0.783784,0.74359
startup fundraising and venture capital,38,0.763158,0.74359
startup fundraising and venture capital,39,0.769231,0.769231
startup fundraising and venture capital,40,0.775,0.794872
startup fundraising and venture capital,41,0.756098,0.794872
startup fundraising and venture capital,42,0.761905,0.820513
startup fundraising and venture capital,43,0.767442,0.846154
startup fundraising and venture capital,44,0.772727,0.871795
startup fundraising and venture capital,45,0.777778,0.897436
startup fundraising and venture capital,46,0.782609,0.923077
startup fundraising and venture capital,47,0.787234,0.948718
startup fundraising and venture capital,48,0.791667,0.974359
startup fundraising and venture capital,49,0.795918,1.0
startup fundraising and venture capital,50,0.78,1.0
Amazon and big tech monopoly concerns,1,1.0,0.022727
Amazon and big tech monopoly concerns,2,1.0,0.045455
Amazon and big tech monopoly concerns,3,1.0,0.068182
Amazon and big tech monopoly concerns,4,1.0,0.090909
Amazon and big tech monopoly concerns,5,1.0,0.113636
Amazon and big tech monopoly concerns,6,1.0,0.136364
Amazon and big tech monopoly concerns,7,1.0,0.159091
Amazon and big tech monopoly concerns,8,1.0,0.181818
Amazon and big tech monopoly concerns,9,1.0,0.204545
Amazon and big tech monopoly concerns,10,1.0,0.227273
Amazon and big tech monopoly concerns,11,1.0,0.25
Amazon and big tech monopoly concerns,12,1.0,0.272727
Amazon and big tech monopoly concerns,13,1.0,0.295455
Amazon and big tech monopoly concerns,14,1.0,0.318182
Amazon and big tech monopoly concerns,15,1.0,0.340909
Amazon and big tech monopoly concerns,16,1.0,0.363636
Amazon and big tech monopoly concerns,17,1.0,0.386364
Amazon and big tech monopoly concerns,18,1.0,0.409091
Amazon and big tech monopoly concerns,19,1.0,0.431818
Amazon and big tech monopoly concerns,20,1.0,0.454545
Amazon and big tech monopoly concerns,21,1.0,0.477273
Amazon and big tech monopoly concerns,22,1.0,0.5
Amazon and big tech monopoly concerns,23,1.0,0.522727
Amazon and big tech monopoly concerns,24,0.958333,0.522727
Amazon and big tech monopoly concerns,25,0.96,0.545455
Amazon and big tech monopoly concerns,26,0.961538,0.568182
Amazon and big tech monopoly concerns,27,0.962963,0.590909
Amazon and big tech monopoly concerns,28,0.964286,0.613636
Amazon and big tech monopoly concerns,29,0.965517,0.636364
Amazon and big tech monopoly concerns,30,0.966667,0.659091
Amazon and big tech monopoly concerns,31,0.967742,0.681818
Amazon and big tech monopoly concerns,32,0.96875,0.704545
Amazon and big tech monopoly concerns,33,0.969697,0.727273
Amazon and big tech monopoly concerns,34,0.941176,0.727273
Amazon and big tech monopoly concerns,35,0.914286,0.727273
Amazon and big tech monopoly concerns,36,0.916667,0.75
Amazon and big tech monopoly concerns,37,0.918919,0.772727
Amazon and big tech monopoly concerns,38,0.921053,0.795455
Amazon and big tech monopoly concerns,39,0.923077,0.818182
Amazon and big tech monopoly concerns,40,0.9,0.818182
Amazon and big tech monopoly concerns,41,0.902439,0.840909
Amazon and big tech monopoly concerns,42,0.880952,0.840909
Amazon and big tech monopoly concerns,43,0.883721,0.863636
Amazon and big tech monopoly concerns,44,0.886364,0.886364
